N,Title,Nchar
232,Limited Regulatory T Cell Response in Post-Chikungunya Viral Arthritis: A Therapeutic Opportunity?,98
233,Development of a Chikungunya Arthritis Disease Activity Score,61
234,Improving Vaccination Uptake of Herpes Zoster in Young Rheumatic Disease Patients Ages 18-49 Using Specialty Pharmacy Partnership,129
235,Experience in Real-World Conditions of the Effectiveness of the Vaccine Against Herpes Zoster Virus,99
236,Herpes Zoster Prevalence in Patients with Rheumatic Diseases,60
237,Tolerability and Safety of Recombinant Zoster Vaccine in Patients with Inflammatory Rheumatic Musculoskeletal Diseases – A Prospective Longitudinal Study over 12 Months,168
238,Analysis of the Effects of Immunosuppressive Therapy on Herpes Zoster Events After Each of Three Doses of the BNT162b2 mRNA Vaccine in Patients with Spondyloarthritis (SpA),172
239,Projecting the Impact on Clinical Outcomes in ANCA-Associated Vasculitis of Delaying Retreatment with Rituximab for Vaccine Optimization,136
240,Risk of Severe Infections Associated with Immunoglobulin Deficiency Under Rituximab Therapy in Immune Mediated Inflammatory Diseases,132
241,Changes in Serum Rheumatoid Factor Following Eradication of Hepatitis C Virus Infection with Interferon or Direct Antiviral Therapy,131
242,Risk of Hepatitis B Virus Reactivation in Patients with Rheumatoid Arthritis Receiving JAK Inhibitor or IL-6 Inhibitor: A Systematic Review and Meta-Analysis,157
243,Role of Pneumocystis Jirovecii Pneumonia Prophylaxis with Trimethoprim-Sulfamethoxazole Among Patients with Autoimmune Inflammatory Diseases Receiving High-Dose Glucocorticoids: A Systematic Review and Meta-Analysis,215
244,"Pneumocystis Jirovecii Pneumonia (PJP) Prophylaxis (PPX), Investigating the Practice Patterns of Providers for Patients on Chronic, High-Dose Immunosuppression in a Rural Integrated Health System",195
245,Safety of Bivalent SARS-CoV-2 Vaccines as a Second Booster Dose in Arthritis Patients on Immunosuppressive Therapies,116
246,Longitudinal T Cell Responses to a Series of Four SARS-CoV-2 Vaccine Doses or COVID-19 in Patients on TNF Inhibitors,116
247,COVID-19 Outcome and Association to Anti-Spike Antibody Levels in Patients on Immunosuppressive Therapy; A Prospective Cohort Study,131
248,The Impact of Immunosuppression on the Humoral Immunogenicity of SARS-CoV-2 mRNA Vaccines in SLE,96
249,When Should I Get My Next Booster? Active Surveillance of COVID-19 Breakthrough Infections in Canadian Patients with Immune-Mediated Inflammatory Diseases,154
250,"COVID-19 Vaccine Uptake, Hesitancy, and Flare in a Large Rheumatology Practice Network",86
251,Effectiveness of Three Doses of SARS-CoV-2 Vaccines in Brazilian Patients with Systemic Vasculitides: Preliminary Results of a Real-life Prospective Cohort,155
252,High Immunogenicity of mRNA Covid-19 Vaccine Booster in Immune Mediated Inflammatory Disease,92
253,Safety and Efficacy of Tixagevimab/Cilgavimab (Evusheld) in Autoimmune Inflammatory Rheumatic Disease Patients – a Prospective Multicenter Open-label Study,155
254,Incidence and Risk Factors for Breakthrough COVID-19 After Tixagevimab/Cilgavimab Among Patients with Systemic Autoimmune Rheumatic Diseases,140
255,Safety and Efficacy of Pre-Exposure Prophylaxis with Tixagevimab/Cilgavimab (Evusheld) in Patients with Autoimmune Diseases and Renal Involvement Who Received Rituximab,168
256,"Paxlovid (Nirmatrelvir Plus Ritonavir) in Patients with Underlying Rheumatological Diseases, in Preventing COVID-19 Related Hospitalization and Death",149
257,Post-COVID-19 Autoimmune Serologies and Immunophenotypes,56
258,Predictors of Adverse Prognosis Following Hospitalization for COVID-19 Infection in Patients with Immune Mediated Inflammatory Diseases Treated with Rituximab,158
259,Severity and Risk Factors of Hospitalization of Omicron in Patients with Rheumatoid Arthritis,93
260,Risk Factors and Outcomes for Repeat COVID-19 Infection Among Patients with Systemic Autoimmune Rheumatic Diseases: A Case-control Study,136
261,Breakthrough SARS-Cov-2 Infection and Disease Flares in Patients with Rheumatoid Arthritis: Result from COVAD E-Survey Study,124
262,Relationships Among Parameters of Mineral Metabolism and Bone Turnover During Acute COVID-related Hospitalization and Subsequent Follow Up: A Pilot Study,153
263,Associations of DMARDs with Post-Acute Sequelae of COVID-19 in Patients with Systemic Autoimmune Rheumatic Diseases: A Prospective Study,136
264,A Comprehensive Retrospective Analysis of Polymyalgia Rheumatica in Long COVID Patients at an Academic Medical Center in the Midwest,132
265,Vegetable Consumption and Regular Exercise Are Associated with Better Quality of Life in Gout,93
266,Looking Beyond Infections in Job Syndrome: Peripheral Calcium Pyrophosphate Deposition Disease in a Cohort of Patients with Job Syndrome,136
267,Febuxostat Dose Requirement for Achieving Target Serum Urate Levels According to Renal Function: A Retrospective Cohort Study,125
268,Incident Gout After Recombinant Zoster Vaccination in Adults Aged ≥65 Years in the USA,86
269,"Impaired Anti-oxidant Function of HDL and Its Associated Protein, Paraoxonase-1, in Patients with Gout",102
270,Identifying Optimal Serum Urate Levels to Reduce Gout Flares in Patients Taking Urate Lowering Therapy: A Post-hoc Cohort Analysis of CARES with Consideration of Drop-out,170
271,Fractures in Patients with Acute CPP Crystal Arthritis versus Matched Comparators in a Large Cohort Study,105
272,Treatment-emergent Major Adverse Cardiovascular and Thromboembolic Events Were Infrequent During Pegloticase Therapy: Pooled Clinical Trial Findings,148
273,Oral Urate-Lowering Therapy Use and Efficacy Following Pegloticase Treatment: Findings from a Rheumatology Network Database,123
274,Adherence to the Gout and Crystal Arthritis Network (G-CAN) Consensus Statements for Gout Nomenclature,102
275,Incidence and Prevalence of Cardiovascular and Metabolic Diseases Following Gout Diagnosis in the United Kingdom Using the THIN Database,136
276,Gout: A Gateway to Chronic Opioid Use?,38
277,Gout Flares During the Initiation and Escalation of Treat-to-Target Urate Lowering Therapy: A Post-hoc Analysis of a Randomized Multicenter Comparative Effectiveness Trial,171
278,Venous Thromboembolism in Patients with Gout in the US,54
279,Decreased Incidence of Gout After Kidney Transplant over the Last Decade: An Analysis from a Large Academic Renal Transplant Center,131
280,"Efficacy and Safety of AR882, a Selective Uric Acid Transporter 1 (URAT1) Inhibitor, in Gout Patients with Various Baseline Characteristics Following 12-Week Treatment in Patients",179
281,Impact of Combined Intervention with Clinical Nurse Specialist in the Management of Cardiovascular Risk in Patients with Gout,125
282,"Safety & Efficacy of SEL-212 in Patients with Gout Refractory to Conventional Treatment: Primary Outcomes from Two Randomized, Double Blind, Placebo-Controlled, Multicenter Phase 3 Studies",188
283,Risk of Incident Gout Following Exposure to Recombinant Zoster Vaccine in Adults Aged ≥50 Years in the United States,116
284,"In-hospital Treatment, Secondary Prevention, and Mortality After First-ever Acute Myocardial Infarction in Patients with Gout",125
285,Comorbidities of Gout: Results from the Korean National Health and Nutrition Examination Survey,95
286,Validation of Singe-Shot Computational Polarized Microscopy for Crystal Analysis of Synovial Fluid,98
287,"Sodium-glucose Cotransporter-2 Inhibitor Initiation, Risk of Recurrent Gout Flares, and Mortality in Patients with Gout and Type 2 Diabetes: A Population-based Cohort Study",172
288,"Characterizing Granulomatous Mastitis: A Retrospective, Single-Institutional Case Series of a Racially and Ethnically Diverse Cohort",132
289,"Clinical Phenotypes in Patients with Isolated Anti-Sm/RNP Common Motif Antibody Positivity, Compared to Those with or Without Associated Anti-RNP Antibody Reactivity",165
290,Microvascular and Cutaneous Assessment in Adult Patients with Hypermobile Ehlers-Danlos Syndrome,96
291,Lymphoid Mass in the Inferior Turbinate with IgG4 Producing Cells: A Nasal Manifestation of IgG4-RD or a Distinct Chronic Inflammatory Disease?,143
292,Nintedanib in Combination with Immunosuppressive Agents Improves Forced Vital Capacity in Connective Tissue Disease-associated PF-ILD: A Single-center Study,156
293,Activity of IgG4-related Disease Differs Depending on the Presence or Absence of Concomitant Hypocomplementemia,111
294,Understanding Monogenic Behçet’s Disease Pathophysiology: Impact of Pathogenic Variant L227X Associated with Autoinflammatory A20 Haploinsufficiency on Cellular Survival and Proliferation,187
295,Preliminary Experience with a Novel “Fix” for Deep Epitope and Transcriptional Phenotyping of Fragile Cells from Autoinflammatory Flares,136
296,Phenotypes of the Patients with More Than One Autoinflammatory Gene Variant: Classified Diseases and Mixed Autoinflammatory Disorders (MAID),140
297,Deucravacitinib in Plaque Psoriasis: 3-Year Safety and Efficacy Results,71
298,Destructive Arthritis in Whipple Disease. a Single-center Case Series of 14 Patients,84
299,"Patient, Disease, and Treatment Factors in Remission of Inflammatory Eye Disease",80
300,A Novel Role for Rheumatologists: Managing Idiopathic Granulomatous Mastitis,76
301,Differential and Combinatorial Mechanism of Action of Golimumab and Guselkumab in Ulcerative Colitis Induction Therapy: IL-23 Blockade Drives Restoration of Normal Epithelium and Mucosal Healing,194
302,"E-selectin, ICAM-1 and ET-1 Biomarkers Address the Concern of the Challenging Diagnosis of Interstitial Lung Disease in Patients with Autoimmune Diseases",153
303,Variations in Approach to the Diagnosis and Management of Polymyalgia Rheumatica Among Australian Rheumatologists,113
304,Safety and Efficacy of CT-guided Percutaneous Infra-Renal Periaortic Biopsies in Suspected Retroperitoneal Fibrosis,115
305,Acute Kidney Injury and Plasma Cell-Rich Acute Interstitial Nephritis in VEXAS Syndrome: An Under-recognized Disease Feature,124
306,Exploring the Potential of Oral Administration of 5-aminolevulinic Acid/sodium Ferrous Citrate in Adult-onset Still’s Disease: Preclinical Study in Mice and Pilot Investigation in Humans to Assess Efficacy and Safety,216
307,Successful Treatment of Refractory IgG4-Related Disease with Tofacitinib: Experiences from 7 Patients,101
308,Risk Factors for Severe Outcome in Susac Syndrome: A National Cohort Study,74
309,Disease Characteristics and Pancreatic Damage in IgG4-Related Disease with Pancreatic Involvement,97
310,A Mix-and-match COVID-19 Vaccination Strategy in Patients with Rheumatic Diseases on Rituximab,94
311,No Cumulative Effect of Infection Rates in Children Receiving Long-term Canakinumab Treatment in Autoinflammatory Periodic Fever Syndromes − Data from the RELIANCE Registry,172
312,Disease Control in Patients with Monogenetic Autoinflammatory Diseases Under Canakinumab Treatment – Comparison of 30 Months Interim Data from the RELIANCE Registry,164
313,Anti-carbamylated Antibodies in Autoimmunity – Focus on Their Diagnostic and Prognostic Value: A Systematic Review and Meta-analysis,132
314,NOD2 Genotyping Landscape in Yao Syndrome,41
315,Therapeutic Exploration of Immune Checkpoint Inhibitor Induced Inflammatory Arthritis In Vivo,93
316,Immunosuppression in the Treatment of Susac Syndrome: A Retrospective Evaluation of the Largest Cohort of Susac Syndrome,120
317,Is There a Decreased Risk of Developing CF Arthropathy in CF Patients Undergoing Treatment That Targets the F508del Mutation?,125
318,DNA Methylation Markers in Peripheral Blood as Effective Diagnostic Biomarkers for Adult-onset Still’s Disease,110
319,Transcriptomic Profiles in Muscle Biopsies from Systemic Sclerosis Patients with Different Autoantibodies,105
320,Phenotyping Calcinosis: A Rare Manifestation of Rare Diseases,61
321,"Patient Reported Physical Function, Mental Health, and Treatment Patterns in Dermatomyositis",92
322,Relationship Between High Resolution Computed Tomography(HRCT) Quantitative Scores and Physiological and Clinical Features in Antisynthetase Syndrome Related Interstitial Lung Disease,183
323,6-Minute Walk Distance Associates with Physiologic Measures and Physician/Patient Reported Outcomes in Myositis Related Interstitial Lung Disease,145
324,Proinflammatory Bioactive Lipid Mediators (BLM) Are Associated with Worse Anti-Oxidant Function of High Density Lipoproteins (HDL) in Patients with Idiopathic Inflammatory Myopathies (IIM),188
325,Markers of Endothelial Damage Are Elevated in Patients with Dermatomyositis Associated Interstitial Lung Disease and Associated with Low Paraoxonase-1 Activity,159
326,Patient-reported Quality of Life and Working Status Outcomes in Ambulatory Patients with Idiopathic Inflammatory Myopathy,121
327,Myopathy Related to Small-to-medium-sized Vessel Vasculitis: Immunopathological Characteristics,95
328,Comparison of Cardiovascular Risk of Myositis Patients and the General Population,81
329,Characteristics and Outcomes of Idiopathic Inflammatory Myositis Associated Interstitial Lung Disease in Rural Appalachia,121
330,Tofacitinib Treatment in Rheumatoid Arthritis Is Associated with Increased Lower Limb Muscle Volume: The Rheumatoid Arthritis and Muscle (RAMUS) Study,150
331,Pneumocystis Jirovecii Pneumonia in Patients with Inflammatory Myopathies,73
332,Does Presence of Anti-SSa and Ro52 Influence the Progression of Interstitial Lung Disease (ILD) in Idiopathic Inflammatory Myopathies (IIM),139
333,Characteristics of Anti-MDA-5 Associated Dermatomyositis in Southern California with a Large Hispanic Population: Case Series,125
334,Accuracy of the 2017 European Alliance of Associations for Rheumatology (EULAR)/American College of Rheumatology (ACR) Classification Criteria and Myositis-Specific Autoantibodies-Based Classification Criteria for Classifying Patients with Idiopathic Inflammatory Myopathy,272
